Producto,Precio,Supermercado,Categoria,IMG,Pagina
PAN VITAL FRUTICEREAL 500 G,$ 8.690,D1,Despensa,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12004570.png,https://domicilios.tiendasd1.com/p/pan-vital-fruticereal-500-g-12004570
CHICHARRÓN DE CERDO DON CHICHARRÓN 35G,$ 3.790,D1,Despensa,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12004663.png,https://domicilios.tiendasd1.com/p/chicharron-de-cerdo-don-chicharron-35g-12004663
SALSAS MEXICANAS SURTIDAS 210G,$ 3.690,D1,Despensa,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12004646.png,https://domicilios.tiendasd1.com/p/salsas-mexicanas-surtidas-210g-12004646
SALSA MAYONESA CON CHIPOTLE 350G,$ 3.990,D1,Despensa,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12004647.png,https://domicilios.tiendasd1.com/p/salsa-mayonesa-con-chipotle-350g-12004647
BARRA CHOCOLATE MANI KICK 52G,$ 1.950,D1,Despensa,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12004698.png,https://domicilios.tiendasd1.com/p/barra-chocolate-mani-kick-52g-12004698
TRIDENT YERBABUENA 12S,$ 3.150,D1,Despensa,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12004704.png,https://domicilios.tiendasd1.com/p/trident-yerbabuena-12s-12004704
"TRIDENT MORAZUL 5S 8,5G",$ 1.150,D1,Despensa,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12004705.png,https://domicilios.tiendasd1.com/p/trident-morazul-5s-85g-12004705
ACEITE VEGETAL GOTA DE ORO 900 ML,$ 9.690,D1,Despensa,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12004740.png,https://domicilios.tiendasd1.com/p/aceite-vegetal-gota-de-oro-900-ml-12004740
CHIPS DE VEGETALES NATRI 50 GR,$ 2.490,D1,Despensa,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12004090.png,https://domicilios.tiendasd1.com/p/chips-de-vegetales-natri-50-gr-12004090
TAJADA SURTIDA CASA 5 UND 300 G,$ 3.990,D1,Despensa,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12004753.png,https://domicilios.tiendasd1.com/p/tajada-surtida-casa-5-und-300-g-12004753
ACEITE DE OLIVA AROMATIZADO OLI-OLÉ 125,$ 7.890,D1,Despensa,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12004871.png,https://domicilios.tiendasd1.com/p/aceite-de-oliva-aromatizado-oli-ole-125-12004871
PAN TAJADO INTEGRAL HORNEADITOS 450 G,$ 3.290,D1,Despensa,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12004887.png,https://domicilios.tiendasd1.com/p/pan-tajado-integral-horneaditos-450-g-12004887
PAN TAJADO BRIOCHE HORNEADITOS 380 G,$ 6.390,D1,Despensa,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12004942.png,https://domicilios.tiendasd1.com/p/pan-tajado-brioche-horneaditos-380-g-12004942
MINI WAFER BRIDGE 17.2 G,$ 690,D1,Despensa,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12004940.png,https://domicilios.tiendasd1.com/p/mini-wafer-bridge-172-g-12004940
FRÍJO RADICAL 500 G,$ 4.290,D1,Despensa,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12004975.png,https://domicilios.tiendasd1.com/p/frijo-radical-500-g-12004975
ACEITE DE CANOLA DON OLIO 900 ML,$ 13.890,D1,Despensa,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12004356.png,https://domicilios.tiendasd1.com/p/aceite-de-canola-don-olio-900-ml-12004356
ACEITE VEGETAL CON GIRASOL 900 ML,$ 12.750,D1,Despensa,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12005058.png,https://domicilios.tiendasd1.com/p/aceite-vegetal-con-girasol-900-ml-12005058
ESPARCIBLE RAMA MULTIUSOS 220 G,$ 4.690,D1,Despensa,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12005090.png,https://domicilios.tiendasd1.com/p/esparcible-rama-multiusos-220-g-12005090
ACEITE VEGETAL CON GIRASOL 2000 ML,,D1,Despensa,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12005059.png,https://domicilios.tiendasd1.com/p/aceite-vegetal-con-girasol-2000-ml-12005059
BANANO GAJO X 900G,$ 2.290,D1,Despensa,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12004970.png,https://domicilios.tiendasd1.com/p/banano-gajo-x-900g-12004970
HARINA DE MAÍZ BLANCA AREPASAN 1000 G,$ 3.950,D1,Despensa,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12005122.png,https://domicilios.tiendasd1.com/p/harina-de-maiz-blanca-arepasan-1000-g-12005122
AREPA DE YUCA MASMAÍ 4 UND - 240 G,$ 3.690,D1,Despensa,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12000309.png,https://domicilios.tiendasd1.com/p/arepa-de-yuca-masmai-4-und-240-g-12000309
AREPA EXTRAQUESO MASMAÍ 4 UND - 720 G,$ 4.850,D1,Despensa,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12000494.png,https://domicilios.tiendasd1.com/p/arepa-extraqueso-masmai-4-und-720-g-12000494
AREPA DE CHÓCOLO 5 UND MASMAÍ 400 GRS,$ 2.550,D1,Despensa,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12000024.png,https://domicilios.tiendasd1.com/p/arepa-de-chocolo-5-und-masmai-400-grs-12000024
AREPA DE QUESO 5 UND MASMAÍ 400 GRS,$ 2.450,D1,Despensa,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12000025.png,https://domicilios.tiendasd1.com/p/arepa-de-queso-5-und-masmai-400-grs-12000025
AREPA CON QUESO MOZZARELLA MASMAI 400 GRS,$ 3.990,D1,Despensa,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12000030.png,https://domicilios.tiendasd1.com/p/arepa-con-queso-mozzarella-masmai-400-grs-12000030
AREPA DE MAÍZ BLANCO CON AVENA Y CHÍA MASMAÍ 5 UND - 400 G,$ 3.990,D1,Despensa,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12002550.png,https://domicilios.tiendasd1.com/p/arepa-de-maiz-blanco-con-avena-y-chia-masmai-5-und-400-g-12002550
AREPA BLANCA MASMAÍ 5 UND - 400 G,$ 1.190,D1,Despensa,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12000136.png,https://domicilios.tiendasd1.com/p/arepa-blanca-masmai-5-und-400-g-12000136
AREPA AMARILLA MASMAÍ 5 UND - 400 G,$ 1.190,D1,Despensa,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12000137.png,https://domicilios.tiendasd1.com/p/arepa-amarilla-masmai-5-und-400-g-12000137
AREPA MINITELA BLANCA MASMAI 10 UND - 500 G,$ 1.290,D1,Despensa,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12000138.png,https://domicilios.tiendasd1.com/p/arepa-minitela-blanca-masmai-10-und-500-g-12000138
SALCHICHA RANCHERA X 131 G X 4 UD,$ 4.800,D1,Despensa,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12003415.png,https://domicilios.tiendasd1.com/p/salchicha-ranchera-x-131-g-x-4-ud-12003415
JAMON PIETRAN ESTANDAR 167 GRS,$ 5.990,D1,Despensa,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12003873.png,https://domicilios.tiendasd1.com/p/jamon-pietran-estandar-167-grs-12003873
COMBO TRADICIONAL VIANDE 900 GR,$ 9.890,D1,Despensa,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12003882.png,https://domicilios.tiendasd1.com/p/combo-tradicional-viande-900-gr-12003882
JAMÓN DE POLLO PREMIUM BRAKEL 250 G,$ 5.690,D1,Despensa,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12000360.png,https://domicilios.tiendasd1.com/p/jamon-de-pollo-premium-brakel-250-g-12000360
COSTILLA DE CERDO AHUMADA BIG BOB 450 G,$ 12.590,D1,Despensa,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12000442.png,https://domicilios.tiendasd1.com/p/costilla-de-cerdo-ahumada-big-bob-450-g-12000442
JAMÓN SERRANO LOURISIERRA 80 G,$ 6.490,D1,Despensa,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12000480.png,https://domicilios.tiendasd1.com/p/jamon-serrano-lourisierra-80-g-12000480
SALCHICHÓN DE POLLO BRAKEL 500 G,$ 4.850,D1,Despensa,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12000591.png,https://domicilios.tiendasd1.com/p/salchichon-de-pollo-brakel-500-g-12000591
SALCHICHÓN CERVECERO VIANDÉ 500 G,$ 7.300,D1,Despensa,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12000611.png,https://domicilios.tiendasd1.com/p/salchichon-cervecero-viande-500-g-12000611
SALCHICHA TIPO PARRILLA BIG BOB 280 G,,D1,Despensa,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12001606.png,https://domicilios.tiendasd1.com/p/salchicha-tipo-parrilla-big-bob-280-g-12001606
SALCHICHA PERRO AMERICANA BIG BOB 430 G,$ 7.590,D1,Despensa,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12001607.png,https://domicilios.tiendasd1.com/p/salchicha-perro-americana-big-bob-430-g-12001607
SALCHICHÓN TRADICIONAL VIANDÉ 500 G,$ 4.690,D1,Despensa,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12001741.png,https://domicilios.tiendasd1.com/p/salchichon-tradicional-viande-500-g-12001741
CHORIZO VELA + SALAMI LOURISIERRA 80 G,$ 6.490,D1,Despensa,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12002478.png,https://domicilios.tiendasd1.com/p/chorizo-vela-salami-lourisierra-80-g-12002478
CABANO VIANDE 68 GR X 4 UD,$ 3.290,D1,Despensa,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12003468.png,https://domicilios.tiendasd1.com/p/cabano-viande-68-gr-x-4-ud-12003468
CHORIZO CAMPESINO AHUMADO VIANDÉ 225 GRS,$ 3.650,D1,Despensa,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12000081.png,https://domicilios.tiendasd1.com/p/chorizo-campesino-ahumado-viande-225-grs-12000081
CHORIZO TIPO TERNERA VIANDÉ 500 G,$ 9.590,D1,Despensa,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12000272.png,https://domicilios.tiendasd1.com/p/chorizo-tipo-ternera-viande-500-g-12000272
CHORIZO SANTARROSANO VIANDÉ 225 G,$ 4.990,D1,Despensa,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12000298.png,https://domicilios.tiendasd1.com/p/chorizo-santarrosano-viande-225-g-12000298
JAMÓN DE CERDO PREMIUM VIANDÉ 300 G,$ 6.990,D1,Despensa,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12000388.png,https://domicilios.tiendasd1.com/p/jamon-de-cerdo-premium-viande-300-g-12000388
LONGANIZA DE CERDO VIANDÉ 320 G,$ 5.690,D1,Despensa,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12000561.png,https://domicilios.tiendasd1.com/p/longaniza-de-cerdo-viande-320-g-12000561
TOCINETA TIPO SANDWICH VIANDÉ 200 G,$ 5.750,D1,Despensa,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12000770.png,https://domicilios.tiendasd1.com/p/tocineta-tipo-sandwich-viande-200-g-12000770
SALCHICHA MINIMANGUERA VIANDÉ 480 G,$ 4.190,D1,Despensa,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12000913.png,https://domicilios.tiendasd1.com/p/salchicha-minimanguera-viande-480-g-12000913
JAMON DE PAVO WHITE HOLLAND 250 G,$ 8.790,D1,Despensa,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12001190.png,https://domicilios.tiendasd1.com/p/jamon-de-pavo-white-holland-250-g-12001190
JAMÓN DE CERDO VIANDÉ 400 GRS,$ 6.790,D1,Despensa,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12000077.png,https://domicilios.tiendasd1.com/p/jamon-de-cerdo-viande-400-grs-12000077
MORTADELA FINA VIANDÉ 225 GRS,$ 2.290,D1,Despensa,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12000079.png,https://domicilios.tiendasd1.com/p/mortadela-fina-viande-225-grs-12000079
SALCHICHA PARRILLA VIANDÉ 500 GRS,$ 8.790,D1,Despensa,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12000080.png,https://domicilios.tiendasd1.com/p/salchicha-parrilla-viande-500-grs-12000080
HAMBURGUESA DE POLLO BRAKEL 450 G,$ 8.250,D1,Despensa,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12000675.png,https://domicilios.tiendasd1.com/p/hamburguesa-de-pollo-brakel-450-g-12000675
TOCINETA AHUMADA VIANDÉ 150 GRS,$ 4.990,D1,Despensa,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12000078.png,https://domicilios.tiendasd1.com/p/tocineta-ahumada-viande-150-grs-12000078
SALCHICHA TRADICIONAL VIANDÉ 450 GRS,$ 5.590,D1,Despensa,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12000082.png,https://domicilios.tiendasd1.com/p/salchicha-tradicional-viande-450-grs-12000082
BUTIFARRA VIANDE 500 G,$ 6.390,D1,Despensa,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12002503.png,https://domicilios.tiendasd1.com/p/butifarra-viande-500-g-12002503
JAMÓN PECHUGA PAVO DELISHAVED BAR-S 227 G,$ 13.650,D1,Despensa,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12000782.png,https://domicilios.tiendasd1.com/p/jamon-pechuga-pavo-delishaved-bar-s-227-g-12000782
PERA VERDE IMPORTADA 1000 G,$ 9.990,D1,Despensa,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12000567.png,https://domicilios.tiendasd1.com/p/pera-verde-importada-1000-g-12000567
MANZANA ROYAL GALA 1000 GRS,$ 9.750,D1,Despensa,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12000109.png,https://domicilios.tiendasd1.com/p/manzana-royal-gala-1000-grs-12000109
CEBOLLA LARGA 500 GR,$ 2.690,D1,Despensa,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12003363.png,https://domicilios.tiendasd1.com/p/cebolla-larga-500-gr-12003363
PIMENTÓN X 500 G,$ 1.890,D1,Despensa,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12003371.png,https://domicilios.tiendasd1.com/p/pimenton-x-500-g-12003371
AGUACATE HASS 500 G,$ 2.690,D1,Despensa,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12002004.png,https://domicilios.tiendasd1.com/p/aguacate-hass-500-g-12002004
PLÁTANO HARTÓN 1000 G,$ 4.390,D1,Despensa,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12000110.png,https://domicilios.tiendasd1.com/p/platano-harton-1000-g-12000110
AJO MALLA 3 UNIDADES - 100 G,$ 1.350,D1,Despensa,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12002709.png,https://domicilios.tiendasd1.com/p/ajo-malla-3-unidades-100-g-12002709
NARANJA MALLA 1500 G,$ 3.890,D1,Despensa,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12002710.png,https://domicilios.tiendasd1.com/p/naranja-malla-1500-g-12002710
PAPA CAPIRA 2000 GRS,$ 5.390,D1,Despensa,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12000038.png,https://domicilios.tiendasd1.com/p/papa-capira-2000-grs-12000038
TOMATE CHONTO 500 G,$ 1.750,D1,Despensa,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12001706.png,https://domicilios.tiendasd1.com/p/tomate-chonto-500-g-12001706
CEBOLLA CABEZONA 500 G,$ 2.290,D1,Despensa,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12001707.png,https://domicilios.tiendasd1.com/p/cebolla-cabezona-500-g-12001707
LIMÓN TAHITÍ 500 G,$ 3.050,D1,Despensa,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12002011.png,https://domicilios.tiendasd1.com/p/limon-tahiti-500-g-12002011
TOMATES ENTEROS PELADOS DELIZIARE 400 G,$ 4.490,D1,Despensa,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12002575.png,https://domicilios.tiendasd1.com/p/tomates-enteros-pelados-deliziare-400-g-12002575
CONSERVA DE PESCADO EN TINAPA 155 G NETO,$ 3.250,D1,Despensa,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12003885.png,https://domicilios.tiendasd1.com/p/conserva-de-pescado-en-tinapa-155-g-neto-12003885
CHILE CON CARNE CRACHOS 300 G,$ 4.450,D1,Despensa,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12000289.png,https://domicilios.tiendasd1.com/p/chile-con-carne-crachos-300-g-12000289
FRÍJOLES CON TOCINO COOLTIVO 320 G,$ 3.790,D1,Despensa,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12000353.png,https://domicilios.tiendasd1.com/p/frijoles-con-tocino-cooltivo-320-g-12000353
ATÚN RALLADO EL NAVÍO 170 G,$ 2.990,D1,Despensa,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12000389.png,https://domicilios.tiendasd1.com/p/atun-rallado-el-navio-170-g-12000389
ENSALADA CAMPESINA COOLTIVO 300 G,$ 2.990,D1,Despensa,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12000396.png,https://domicilios.tiendasd1.com/p/ensalada-campesina-cooltivo-300-g-12000396
ATÚN ACEITE DE OLIVA CARLO FORTE 160 G,$ 6.290,D1,Despensa,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12000590.png,https://domicilios.tiendasd1.com/p/atun-aceite-de-oliva-carlo-forte-160-g-12000590
ENSALADA ATÚN CON VEGETALES Y MAÍZ CARLO FORTE 160 G,$ 5.290,D1,Despensa,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12000801.png,https://domicilios.tiendasd1.com/p/ensalada-atun-con-vegetales-y-maiz-carlo-forte-160-g-12000801
TOMATES SECOS AINOA 180 G,$ 8.690,D1,Despensa,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12000941.png,https://domicilios.tiendasd1.com/p/tomates-secos-ainoa-180-g-12000941
FRIJOL REFRITO CRACHOS 300 G,$ 4.690,D1,Despensa,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12002454.png,https://domicilios.tiendasd1.com/p/frijol-refrito-crachos-300-g-12002454
MAÍZ TIERNO COOLTIVO 340 G,$ 4.690,D1,Despensa,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12000191.png,https://domicilios.tiendasd1.com/p/maiz-tierno-cooltivo-340-g-12000191
CONSERVA DE PESCADO CARLO FORTE 400 GRS,$ 5.650,D1,Despensa,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12000294.png,https://domicilios.tiendasd1.com/p/conserva-de-pescado-carlo-forte-400-grs-12000294
SALCHICHA VIENA VIANDÉ 150 G,$ 2.890,D1,Despensa,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12000314.png,https://domicilios.tiendasd1.com/p/salchicha-viena-viande-150-g-12000314
